Serial No.,TICKET MEDIO,GASTO MENSAL,SCORE SERASA
7534,333,7982,36
7535,892,17179,91
7536,3210,1299,79
7537,2266,10434,75
7538,434,19584,57
7539,1459,9288,84
7540,1314,10409,58
7541,4519,12915,23
7542,383,11290,27
7543,312,14346,36
7544,1758,5214,20
7545,4178,11908,32
7546,4947,3339,1
7547,1517,4013,82
7548,2486,14101,27
7549,1894,1635,14
7550,204,12413,0
7551,4965,10601,27
7552,3993,19131,49
7553,3945,7048,34
7554,3790,5016,95
7555,3392,4602,27
7556,478,16717,8
7557,3393,18432,23
7558,3429,5011,62
7559,4908,19715,3
7560,3538,14524,55
7561,324,11913,40
7562,837,16819,66
7563,335,19946,47
7564,4378,13215,85
7565,811,8475,57
7566,1988,19936,38
7567,4818,13121,24
7568,1359,11011,59
7569,848,11058,85
7570,4086,1026,46
7571,3651,19691,97
7572,609,2253,60
7573,1923,15156,83
7574,4980,10720,99
7575,3041,18538,26
7576,4332,13241,95
7577,2234,5341,41
7578,1877,4541,51
7579,1322,9465,92
7580,3767,14918,47
7581,1877,4917,31
7582,1404,9477,23
7583,4959,15087,2
7584,801,19767,26
7585,3089,948,72
7586,251,5085,39
7587,1425,13251,22
7588,1401,8608,6
7589,3822,16034,80
7590,1811,11943,36
7591,906,794,6
7592,4430,1738,93
7593,2822,15821,76
7594,4756,16574,81
7595,1425,13549,94
7596,4233,3316,21
7597,1259,1598,77
7598,2969,15179,81
7599,4616,2237,98
7600,1342,19073,16
7601,447,3265,18
7602,1931,18106,94
7603,1669,14730,38
7604,4035,11934,35
7605,2018,12591,14
7606,3332,910,62
7607,3858,19829,28
7608,2455,5286,59
7609,1497,9569,55
7610,2880,17670,39
7611,1924,18993,15
7612,2591,6335,32
7613,4160,2486,88
7614,504,8626,15
7615,1821,9570,29
7616,2925,7800,97
7617,3945,16048,65
7618,4310,2903,43
7619,3292,8762,37
7620,164,11002,50
7621,1399,7201,59
7622,1515,3795,17
7623,3693,16187,4
7624,1068,13375,39
7625,468,2621,5
7626,332,4082,75
7627,2342,14977,11
7628,3183,10321,11
7629,1020,6200,72
7630,788,7732,21
7631,4372,4788,48
7632,1569,1585,49
7633,4825,16391,79
7634,4359,16100,3
7635,3722,9145,49
7636,2200,19505,2
7637,2365,9310,15
7638,3889,9328,13
7639,923,19232,63
7640,3531,5374,40
7641,4251,14267,67
7642,4313,19920,58
7643,897,11413,1
7644,879,16715,9
7645,2950,19233,74
7646,2992,14832,89
7647,1993,4932,25
7648,3406,7765,3
7649,3002,6603,89
7650,4903,11512,27
7651,3818,16400,1
7652,121,2531,65
7653,1600,18133,15
7654,942,9019,56
7655,1860,9488,22
7656,3741,5799,22
7657,291,13452,76
7658,495,3594,20
7659,4762,3477,24
7660,4426,17846,57
7661,973,6225,36
7662,2721,1768,48
7663,4435,16661,76
7664,189,17256,14
7665,2379,8117,27
7666,556,15532,66
7667,2380,13434,86
7668,4549,12385,3
7669,1104,10296,46
7670,4634,6779,49
7671,444,595,59
7672,2811,15978,61
7673,4852,7521,66
7674,2562,15685,71
7675,1216,6368,42
7676,725,13571,88
7677,4479,8541,57
7678,2079,17015,51
7679,4094,11807,75
7680,1778,7790,68
7681,322,15995,96
7682,843,7016,45
7683,562,9841,24
7684,1668,12202,24
7685,3447,1307,34
7686,1836,13531,60
7687,4139,16934,14
7688,4051,11900,89
7689,764,16939,73
7690,1456,4164,87
7691,1114,1243,34
7692,2232,6530,28
7693,2768,15161,37
7694,1154,15475,68
7695,1864,579,23
7696,4558,15309,18
7697,2969,12632,45
7698,1512,3466,48
7699,767,16034,43
7700,3470,4228,72
7701,1494,5036,25
7702,198,17009,24
7703,4170,6313,34
7704,521,1447,35
7705,3750,13065,13
7706,4257,16344,55
7707,1232,1094,5
7708,1802,17024,31
7709,3720,19939,25
7710,3290,14517,14
7711,697,4705,48
7712,491,8282,94
7713,1175,3160,55
7714,2750,16513,36
7715,2484,7356,52
7716,909,6589,57
7717,3409,5818,82
7718,3838,15905,77
7719,1259,19436,35
7720,1631,8562,10
7721,2782,17924,26
7722,353,9006,1
7723,3648,12151,21
7724,3285,19830,65
7725,1331,16230,83
7726,2523,3736,16
7727,3675,4180,3
7728,4361,15883,13
7729,1673,11798,6
7730,3008,18421,78
7731,4812,4372,93
7732,1725,2367,15
7733,4098,16320,65
7734,3983,18045,18
7735,3615,4420,0
7736,3503,6193,30
7737,4698,11448,3
7738,4780,8956,90
7739,2058,6831,57
7740,4109,13607,55
7741,2835,9994,52
7742,4591,14353,88
7743,3274,9886,85
7744,501,18410,42
7745,1074,8631,73
7746,323,12296,96
7747,4713,1658,48
7748,335,18028,59
7749,3598,568,93
7750,4311,4217,93
7751,3334,15718,15
7752,325,11700,72
7753,2377,16355,80
7754,4377,9861,98
7755,1441,16192,59
7756,4136,12026,46
7757,309,10707,14
7758,3827,9731,62
7759,4028,15563,27
7760,2903,5223,19
7761,1209,4713,96
7762,2126,3966,62
7763,493,19910,32
7764,943,12949,35
7765,1624,3247,12
7766,703,12954,61
7767,681,13087,67
7768,2039,16883,22
7769,232,2703,71
7770,2938,14135,12
7771,3485,1644,87
7772,3870,19583,39
7773,2368,12713,29
7774,1075,17444,93
7775,1913,1687,24
7776,3363,3633,96
7777,1643,3911,72
7778,2935,2189,25
7779,2838,4907,23
7780,1457,2923,96
7781,4234,18253,38
7782,1416,7228,88
7783,261,1476,78
7784,2009,13301,60
7785,1227,11048,48
7786,3970,618,40
7787,1758,2042,69
7788,3225,19927,19
7789,2063,1472,43
7790,2389,1415,15
7791,1066,7121,20
7792,989,17470,14
7793,3161,15030,38
7794,3729,7854,41
7795,3289,14261,60
7796,2848,5091,3
7797,1766,19446,23
7798,3166,8964,2
7799,1541,19811,0
7800,1167,13050,93
7801,4323,14851,12
7802,3023,4790,53
7803,4353,6946,81
7804,3956,13932,39
7805,926,2022,10
7806,4707,1061,41
7807,4085,4040,92
7808,2192,12828,3
7809,3279,1979,24
7810,4638,7177,99
7811,4001,18089,35
7812,2462,9348,63
7813,2324,17473,43
7814,1826,13266,39
7815,2106,14020,91
7816,366,12443,44
7817,937,10792,7
7818,4684,10576,84
7819,4897,16517,34
7820,786,9155,43
7821,3461,9445,17
7822,456,9274,46
7823,3915,2705,24
7824,971,12842,40
7825,2073,4527,4
7826,4747,16827,63
7827,1910,7688,61
7828,4518,3308,71
7829,2741,14351,86
7830,2328,15854,2
7831,3491,15558,36
7832,4278,15120,94
7833,2450,4413,92
7834,4457,18303,40
7835,4979,2667,19
7836,2839,2644,66
7837,2830,2667,86
7838,1418,10252,39
7839,1635,9868,84
7840,4884,18050,76
7841,2543,4075,7
7842,1872,19725,4
7843,3309,18754,24
7844,977,19770,38
7845,2970,17043,36
7846,3300,7743,4
7847,4244,13426,7
7848,3847,1555,3
7849,2936,17217,40
7850,392,9583,59
7851,1751,1862,53
7852,4731,1425,21
7853,4506,19327,77
7854,636,16821,18
7855,2786,11269,76
7856,333,4480,98
7857,2752,7760,67
7858,2474,16651,32
7859,2372,11097,21
7860,1066,1919,64
7861,989,11567,10
7862,3963,559,15
7863,3500,3024,67
7864,134,2078,92
7865,4642,13098,43
7866,3623,15027,87
7867,1863,16547,8
7868,3391,1207,71
7869,2588,5777,77
7870,2800,2280,78
7871,1658,14311,61
7872,4790,19297,85
7873,2376,13645,14
7874,4106,15162,5
7875,4539,19045,0
7876,1203,12231,19
7877,1519,9300,35
7878,1578,17192,1
7879,4014,5939,69
7880,3842,4807,1
7881,3056,2864,2
7882,1482,17068,6
7883,2674,5824,83
7884,3484,5983,63
7885,1669,745,40
7886,1994,8930,53
7887,2343,8683,40
7888,1966,6424,4
7889,128,17403,88
7890,805,14401,81
7891,1120,4407,62
7892,2163,776,0
7893,1546,5601,24
7894,3764,15037,80
7895,3087,13001,45
7896,3702,5103,14
7897,3785,16835,68
7898,3468,13886,16
7899,3681,4553,20
7900,2862,6573,52
7901,4137,17025,54
7902,672,11061,86
7903,4188,18601,9
7904,714,13248,80
7905,4150,7813,56
7906,425,6214,64
7907,3840,17283,36
7908,458,10026,6
7909,3877,14082,75
7910,2471,11315,39
7911,1821,14260,49
7912,1449,6755,0
7913,3796,17122,19
7914,3996,3715,30
7915,4360,8041,67
7916,1696,4147,89
7917,1727,10308,11
7918,2602,19313,21
7919,3908,4152,0
7920,292,14528,0
7921,2774,14303,2
7922,3945,6807,75
7923,2677,19762,20
7924,191,2035,12
7925,4334,15432,60
7926,580,16249,12
7927,3016,9227,81
7928,4535,17832,32
7929,1175,11334,5
7930,2613,9713,24
7931,898,15937,22
7932,4670,1903,87
7933,4049,19819,25
7934,704,8006,3
7935,3079,8091,34
7936,697,13496,74
7937,1632,5560,99
7938,613,15562,24
7939,1977,2102,19
7940,4072,13972,0
7941,3943,2696,93
7942,1799,11591,67
7943,1129,15540,22
7944,4695,16994,98
7945,816,16516,21
7946,4186,6523,94
7947,765,4367,61
7948,2308,10069,0
7949,1179,8141,58
7950,327,5504,67
7951,248,10463,18
7952,1169,14296,29
7953,4827,8704,0
7954,1463,7577,47
7955,4608,13026,18
7956,1855,3761,51
7957,619,17546,84
7958,3644,13897,21
7959,2422,3890,49
7960,1202,19902,65
7961,697,15799,5
7962,3373,2402,63
7963,4149,17212,20
7964,2705,10131,96
7965,2288,16062,18
7966,4925,14040,90
7967,688,4346,36
7968,4572,12859,62
7969,1507,17108,28
7970,4946,3020,59
7971,4822,8564,91
7972,3490,19291,33
7973,3540,7183,0
7974,1729,17694,47
7975,1094,3617,88
7976,4898,16104,20
7977,2159,13078,33
7978,4672,2751,25
7979,3086,14013,35
7980,500,5161,98
7981,2955,14603,22
7982,2324,6921,80
7983,3512,19936,46
7984,156,5425,75
7985,1975,12702,43
7986,4643,3146,19
7987,4398,19790,26
7988,3868,18630,60
7989,4933,4809,36
7990,4397,17332,83
7991,1453,19896,51
7992,2510,18452,74
7993,4411,13167,91
7994,2702,7810,61
7995,3034,15467,65
7996,122,9739,23
7997,2302,7588,79
7998,1309,13322,11
7999,2396,17948,15
8000,848,4321,35
8001,904,1936,1
8002,233,13397,88
8003,4516,19367,61
8004,2537,8219,63
8005,533,3294,28
8006,3771,12028,91
8007,3836,10582,73
8008,4139,13518,86
8009,2198,17981,95
8010,3017,18522,30
8011,352,16084,82
8012,4934,10350,14
8013,1229,8955,54
8014,3364,11684,32
8015,401,13707,80
8016,2077,660,51
8017,2863,8918,99
8018,4105,7581,19
8019,3341,4912,72
8020,3157,10614,37
8021,650,19222,2
8022,1687,18485,53
8023,1922,6388,65
8024,3317,4218,17
8025,3596,11114,86
8026,4509,18809,82
8027,4379,19799,6
8028,812,8943,34
8029,2275,15703,83
8030,4172,16869,83
8031,3949,7774,82
8032,2533,16259,79
8033,3401,18486,84
8034,370,17397,92
8035,1894,15604,59
8036,2562,9133,23
8037,4393,8692,92
8038,3494,7001,94
8039,1179,17786,38
8040,2978,6219,11
8041,4823,9912,93
8042,703,16463,52
8043,1685,19205,63
8044,3157,1355,3
8045,4085,1517,93
8046,4789,5779,4
8047,1495,10912,15
8048,3788,8212,26
8049,699,16317,3
8050,613,7124,71
8051,1166,17079,47
8052,2986,15631,7
8053,2753,5194,80
8054,1188,14547,45
8055,4485,5151,43
8056,4964,13226,66
8057,2614,19581,90
8058,4069,11799,51
8059,3384,17941,33
8060,4666,5707,61
8061,2296,11397,20
8062,4283,3292,23
8063,889,920,43
8064,3575,19698,40
8065,3253,3340,28
8066,1764,13937,5
8067,1409,17915,55
8068,964,8139,13
8069,3963,18375,49
8070,3463,5475,77
8071,3624,17393,51
8072,3886,18743,87
8073,123,16035,76
8074,3103,5561,0
8075,410,2358,11
8076,1331,14178,23
8077,3888,2565,36
8078,2811,14891,83
8079,4901,19850,69
8080,521,13846,75
8081,1873,15737,84
8082,3668,7273,2
8083,1046,10288,26
8084,1286,14594,52
8085,1934,4942,99
8086,1664,9747,16
8087,2047,13695,14
8088,1408,9715,38
8089,3086,3704,3
8090,486,17459,16
8091,1261,17082,10
8092,3358,1865,11
8093,4911,18882,31
8094,4033,17900,26
8095,2947,525,43
8096,4621,4224,42
8097,1539,3958,90
8098,3542,11059,48
8099,4580,5246,92
8100,155,13717,72
8101,3424,9567,42
8102,205,9633,2
8103,3301,3541,28
8104,769,8265,84
8105,4571,5904,34
8106,842,1071,47
8107,1066,9296,73
8108,407,13112,86
8109,2238,15805,38
8110,3564,9073,88
8111,4997,1736,23
8112,209,2880,19
8113,3732,7677,14
8114,4535,15038,84
8115,2015,12471,75
8116,4363,10797,17
8117,656,2017,59
8118,204,18417,86
8119,2147,6387,92
8120,245,11986,40
8121,2863,5142,99
8122,973,19034,68
8123,398,11923,89
8124,3338,11899,74
8125,745,6561,10
8126,4833,13185,55
8127,3178,4987,17
8128,2611,12518,11
8129,883,8250,15
8130,470,17961,26
8131,586,18184,99
8132,2137,10850,16
8133,3296,14910,84
8134,1460,15605,30
8135,4387,19413,34
8136,4925,3760,26
8137,2361,17247,86
8138,2721,15074,31
8139,1056,14212,16
8140,480,17729,10
8141,3749,19916,0
8142,4993,18211,91
8143,338,3755,81
8144,1205,3737,48
8145,1486,12933,40
8146,2652,9997,19
8147,2349,16850,70
8148,1627,16441,36
8149,1767,10724,15
8150,4232,9456,38
8151,2791,5965,44
8152,3772,17382,63
8153,2096,3444,46
8154,1525,6356,22
8155,2912,12496,31
8156,3347,13152,48
8157,2692,6577,80
8158,1590,635,18
8159,1324,16273,97
8160,2687,9792,77
8161,3164,4533,66
8162,932,14678,38
8163,4792,7046,88
8164,2540,8896,59
8165,4895,11063,10
8166,1746,13382,48
8167,540,17445,14
8168,1629,3814,82
8169,3065,19095,60
8170,2467,19255,42
8171,3386,13427,14
8172,4763,3181,78
8173,4431,3306,78
8174,1404,12461,72
8175,3134,19139,4
8176,3788,13102,82
8177,4073,9592,87
8178,1285,6882,28
8179,3362,10442,61
8180,2207,3659,59
8181,1940,6156,68
8182,4420,1952,21
8183,2847,9935,12
8184,4777,19206,49
8185,4364,10362,46
8186,3233,10719,28
8187,3520,2268,79
8188,1565,6596,99
8189,4209,5685,16
8190,2311,12355,19
8191,2904,10994,77
8192,1643,14960,5
8193,1789,1669,21
8194,1671,7090,8
8195,4641,17270,31
8196,3379,19314,87
8197,3641,18289,32
8198,4911,623,76
8199,3123,16126,98
8200,918,6409,69
8201,4621,4396,48
8202,1224,8566,29
8203,1229,9873,15
8204,1802,17611,64
8205,2101,7539,81
8206,3978,12576,85
8207,4472,4170,89
8208,1906,18025,13
8209,3047,11067,55
8210,3309,15529,36
8211,2252,16293,48
8212,4741,9050,77
8213,4305,15838,89
8214,644,19728,49
8215,2501,19095,35
8216,4938,1472,51
8217,2464,860,22
8218,1389,3132,65
8219,3865,3690,70
8220,1975,5448,44
8221,4528,15846,85
8222,4787,16054,27
8223,882,18508,19
8224,639,12620,48
8225,2882,18640,56
8226,2768,8318,81
8227,4814,5619,87
8228,4037,13453,96
8229,3056,15400,58
8230,3822,1475,25
8231,3967,16765,18
8232,1933,4818,12
8233,2246,2813,73
8234,2270,17671,61
8235,3491,19312,13
8236,1716,9247,72
8237,4717,10801,10
8238,1016,15548,66
8239,4912,13634,11
8240,2856,7164,34
8241,2036,13882,38
8242,4142,11341,31
8243,3191,12927,13
8244,4755,7983,64
8245,1068,1863,26
8246,3464,4459,59
8247,3303,2249,42
8248,989,1040,64
8249,892,8134,54
8250,3558,11114,92
8251,1081,10782,87
8252,3631,4458,80
8253,3629,15912,34
8254,901,4359,94
8255,142,8550,31
8256,3449,18541,18
8257,1877,6685,94
8258,3301,17923,38
8259,449,19000,19
8260,1667,14888,27
8261,1229,9376,2
8262,3059,4518,31
8263,3887,10489,85
8264,1880,18708,57
8265,683,8952,53
8266,4627,4071,41
8267,3477,10180,14
8268,3501,14818,82
8269,3285,17238,61
8270,2294,5529,30
8271,1262,16168,60
8272,398,3274,25
8273,3447,17472,68
8274,2039,14548,56
8275,888,1104,19
8276,2989,10920,65
8277,1477,8865,20
8278,2049,15189,59
8279,3372,17237,62
8280,977,16514,50
8281,3842,933,99
8282,1677,11644,91
8283,3239,1367,83
8284,2592,14840,38
8285,2855,12337,99
8286,2003,14791,10
8287,1482,9287,56
8288,4340,893,2
8289,2422,12556,36
8290,2656,10892,83
8291,1961,12689,95
8292,1966,13641,24
8293,4147,12121,20
8294,3275,19010,79
8295,1198,8830,41
8296,1834,4460,0
8297,4763,1163,22
8298,3516,15033,23
8299,4726,19716,46
8300,780,14991,88
8301,2170,9765,6
8302,4924,5074,37
8303,1829,6046,46
8304,2291,685,34
8305,767,18864,77
8306,1712,8308,61
8307,780,1329,72
8308,1072,14060,2
8309,2946,12020,19
8310,2232,12040,96
8311,2563,11177,43
8312,2629,13303,31
8313,2603,14388,99
8314,4492,13734,25
8315,3283,1725,47
8316,4133,6274,4
8317,3267,13543,58
8318,3097,16663,60
8319,3327,3344,48
8320,2252,7847,29
8321,1828,19617,16
8322,2124,4496,69
8323,429,10190,57
8324,2586,2188,62
8325,1255,14787,60
8326,1990,19331,62
8327,4577,17751,14
8328,2285,13004,0
8329,2417,7452,12
8330,3721,12216,47
8331,4591,16263,33
8332,2611,6584,29
8333,549,13719,18
8334,1454,10704,63
8335,1393,16597,65
8336,2565,4549,56
8337,3202,3957,43
8338,1949,18132,11
8339,3275,18051,39
8340,4381,3990,23
8341,3299,15970,10
8342,1333,16689,65
8343,1537,13662,0
8344,3452,18781,57
8345,4130,12228,27
8346,352,19063,67
8347,118,13412,93
8348,2859,6455,58
8349,322,10662,70
8350,102,3220,21
8351,1359,11073,89
8352,4423,18827,28
8353,4694,11838,88
8354,2668,12175,73
8355,1985,14871,83
8356,1399,19709,77
8357,2438,14436,96
8358,1176,10519,68
8359,3858,8914,44
8360,3281,2246,69
8361,4910,17413,85
8362,1047,8825,16
8363,3838,12495,78
8364,2831,4986,38
8365,4107,16985,39
8366,969,14828,27
8367,193,19612,1
8368,3087,19429,81
8369,4755,19442,26
8370,1875,11733,20
8371,2360,17832,86
8372,535,10260,6
8373,4400,16202,60
8374,3244,18937,51
8375,3687,693,47
8376,176,19843,18
8377,915,12112,72
8378,867,19807,11
8379,3785,8729,93
8380,205,5066,70
8381,4016,7095,1
8382,2973,6109,16
8383,3446,5608,74
8384,3248,2283,75
8385,3248,10658,2
8386,1565,6331,20
8387,2687,541,77
8388,344,11686,78
8389,2725,12061,50
8390,3949,17945,9
8391,1505,10368,54
8392,1081,4189,35
8393,3908,8095,50
8394,241,15187,73
8395,992,825,16
8396,2499,1620,88
8397,4740,16991,60
8398,3060,11370,90
8399,2299,6794,96
8400,1569,5693,74
8401,2800,15713,12
8402,3105,16111,64
8403,4958,14730,94
8404,3474,18923,96
8405,4819,17687,84
8406,755,10540,79
8407,2868,1266,86
8408,142,14196,73
8409,2411,4027,47
8410,1760,19190,96
8411,4791,11521,85
8412,2324,18372,69
8413,2210,4629,46
8414,1057,12258,99
8415,660,19257,9
8416,1430,14812,56
8417,1412,12304,79
8418,1921,14277,12
8419,3102,11483,60
8420,3503,7490,57
8421,2751,4483,83
8422,1914,4268,67
8423,1841,2004,83
8424,4801,2950,85
8425,3908,11736,28
8426,2977,18917,15
8427,3370,8502,62
8428,4183,10391,46
8429,845,6519,42
8430,657,14398,22
8431,3401,10972,29
8432,1041,15764,56
8433,4123,18191,29
8434,2396,11219,66
8435,1039,1475,55
8436,1710,10748,23
8437,1825,13502,76
8438,1084,14713,95
8439,1687,11118,75
8440,4121,11120,7
8441,1436,4233,87
8442,3237,9051,43
8443,761,2723,79
8444,132,17368,95
8445,3514,1928,33
8446,1256,2580,34
8447,3226,14276,95
8448,160,1195,49
8449,4028,701,16
8450,1643,12549,1
8451,371,16128,89
8452,4176,8765,53
8453,3488,12960,43
8454,2852,3977,80
8455,2809,2702,48
8456,1254,16042,1
8457,4505,15124,71
8458,3953,8949,69
8459,1845,12350,8
8460,3532,6817,0
8461,437,5850,68
8462,109,3306,8
8463,4244,7663,13
8464,830,685,26
8465,4990,8570,8
8466,1748,12045,35
8467,4328,18958,92
8468,3754,16506,83
8469,2230,701,78
8470,4571,11784,99
8471,2496,6210,2
8472,4466,16198,22
8473,1606,2602,72
8474,2258,9602,29
8475,3016,2071,18
8476,4271,5625,66
8477,3329,7197,49
8478,3703,19043,47
8479,1766,14534,2
8480,4524,1829,97
8481,4236,9152,65
8482,3069,4199,26
8483,2789,6527,86
8484,2426,19157,95
8485,2910,11167,98
8486,2616,5323,39
8487,3571,9847,17
8488,112,17381,26
8489,3070,7459,10
8490,3721,14116,38
8491,3783,6710,18
8492,3573,13017,88
8493,3222,13120,6
8494,3564,4476,94
8495,752,18491,56
8496,720,9412,1
8497,3890,18158,37
8498,1745,12559,4
8499,2343,1190,77
8500,4612,12844,81
8501,4859,3937,35
8502,3591,2855,67
8503,3811,1249,87
8504,3788,19935,76
8505,1479,13465,84
8506,4343,13347,56
8507,2145,6258,96
8508,3148,18588,19
8509,1488,12137,4
8510,501,6574,23
8511,2753,13878,98
8512,4424,19261,29
8513,4023,15029,27
8514,367,5774,52
8515,4321,14507,50
8516,1825,6909,6
8517,1212,19099,41
8518,2775,6788,34
8519,4884,1385,93
8520,1380,1364,33
8521,1332,7417,72
8522,4476,12186,75
8523,4638,3554,53
8524,1963,9477,28
8525,4584,16699,9
8526,716,9036,26
8527,246,15570,82
8528,4716,17437,12
8529,4825,8183,41
8530,3777,17671,36
8531,388,10511,60
8532,1509,15771,95
8533,113,9396,78
8534,356,15082,20
8535,1821,7690,2
8536,1523,9644,7
8537,3090,1314,69
8538,1295,10240,92
8539,4659,3277,82
8540,4465,5458,16
8541,1344,4325,9
8542,3323,18100,96
8543,3570,15300,12
8544,4267,10499,90
8545,4069,13464,11
8546,1406,7272,65
8547,2221,9981,73
8548,2502,16237,84
8549,596,17746,22
8550,3499,11177,64
8551,3706,2855,96
8552,1009,9657,51
8553,472,2895,60
8554,4557,1024,25
8555,1444,1061,14
8556,423,8667,21
8557,2531,16684,88
8558,4770,5164,64
8559,4931,1705,25
8560,2884,12539,20
8561,2493,12893,23
8562,4020,2738,15
8563,1315,18044,31
8564,1795,13487,15
8565,2007,5739,76
8566,4914,12517,41
8567,880,16955,31
8568,1119,17638,49
8569,3365,9596,40
8570,1503,15314,23
8571,1526,13791,12
8572,763,3121,74
8573,2747,3690,78
8574,110,4448,9
8575,1138,1787,41
8576,2925,15090,40
8577,3103,16168,2
8578,4780,2272,54
8579,1175,6700,15
8580,3188,16262,43
8581,1889,3638,80
8582,3136,7713,88
8583,4938,15441,29
8584,3753,2916,98
8585,3275,16464,36
8586,4399,18468,59
8587,1176,1546,76
8588,1073,15409,23
8589,1965,14078,25
8590,3225,19049,57
8591,1399,6219,8
8592,3506,16460,60
8593,1258,18060,18
8594,3229,16098,27
8595,204,16124,6
8596,3667,6911,44
8597,4448,8574,85
8598,4490,10852,93
8599,1281,15503,62
8600,4744,9723,36
8601,3238,13218,15
8602,4494,1815,99
8603,3634,17776,4
8604,4296,19964,28
8605,3227,9436,51
8606,1874,14267,22
8607,3914,6966,5
8608,191,15685,35
8609,546,5590,56
8610,208,4740,32
8611,4512,17295,48
8612,3339,15410,40
8613,4153,2946,79
8614,4637,3846,54
8615,1345,12911,97
8616,2820,16969,25
8617,377,8249,36
8618,3156,4642,76
8619,4764,16570,16
8620,3022,14687,95
8621,2613,7587,31
8622,938,16135,27
8623,2901,16307,92
8624,129,10697,24
8625,1357,12771,46
8626,464,17687,21
8627,1900,15224,90
8628,1004,9761,60
8629,4893,13979,43
8630,2278,16304,19
8631,2950,12833,49
8632,2936,13327,87
8633,4546,10100,46
8634,279,12432,46
8635,3973,17148,71
8636,4060,12540,50
8637,1286,19977,54
8638,4059,16627,77
8639,873,12973,38
8640,4705,17209,13
8641,4560,1706,68
8642,452,10196,46
8643,4607,14214,20
8644,4930,1940,14
8645,3128,9647,99
8646,217,16767,96
8647,581,9246,80
8648,4387,5636,83
8649,2737,11946,0
8650,206,12831,79
8651,4577,13688,81
8652,4978,6319,9
8653,343,8569,22
8654,2732,13269,17
8655,4663,18920,57
8656,965,6060,72
8657,3081,13353,93
8658,1661,10959,76
8659,703,4129,51
8660,3162,12157,94
8661,4118,5814,45
8662,2115,19340,12
8663,1758,9162,95
8664,3480,18254,16
8665,3867,8129,66
8666,3870,11824,60
8667,1713,18058,64
8668,1979,16994,52
8669,4208,7192,4
8670,2446,9718,31
8671,1199,12246,88
8672,1174,15872,44
8673,886,13131,55
8674,248,1972,4
8675,1854,15099,86
8676,2269,5372,75
8677,3856,11073,33
8678,1279,14191,60
8679,3409,11982,86
8680,2523,5253,79
8681,4277,2333,61
8682,4687,6428,68
8683,1024,9145,62
8684,1703,7316,43
8685,3152,17624,27
8686,4318,7756,69
8687,4903,19264,12
8688,2477,11049,42
8689,3580,15562,29
8690,3282,10135,25
8691,2917,10440,80
8692,3260,2901,62
8693,4905,13611,72
8694,4989,11863,56
8695,811,12932,63
8696,2686,18890,79
8697,2748,10478,48
8698,1817,18293,51
8699,4452,18646,62
8700,970,1409,81
8701,3674,1260,12
8702,370,6112,92
8703,1643,3740,87
8704,649,1030,44
8705,4763,10051,45
8706,4114,10719,76
8707,4554,16716,88
8708,1812,3060,40
8709,3340,19061,45
8710,1462,5603,0
8711,4993,18421,72
8712,1384,9965,67
8713,986,3281,91
8714,2358,17830,11
8715,4482,5757,87
8716,1885,19395,72
8717,4938,2688,34
8718,3643,6563,98
8719,395,16115,32
8720,2153,1381,57
8721,2697,2347,34
8722,780,7099,45
8723,4990,18859,83
8724,4398,5068,65
8725,424,16814,43
8726,2391,7663,25
8727,4522,11656,41
8728,1086,11755,76
8729,3218,11820,29
8730,860,2716,31
8731,3793,6201,35
8732,1136,19492,18
8733,1006,12280,21
8734,464,11194,64
8735,3513,5309,56
8736,1169,17062,10
8737,4469,14892,25
8738,2355,8271,47
8739,3786,2429,18
8740,4319,14806,82
8741,3181,19432,11
8742,3358,14744,66
8743,2207,611,55
8744,3033,11911,17
8745,2929,17598,4
8746,541,11616,23
8747,1659,16207,77
8748,1841,18265,37
8749,725,3627,66
8750,3963,13600,69
8751,1790,11703,75
8752,2881,1708,51
8753,190,11817,74
8754,3106,536,38
8755,4402,18712,58
8756,1188,11752,25
8757,4711,7506,64
8758,1280,15567,79
8759,2001,5847,47
8760,4590,1309,52
8761,286,4618,8
8762,1697,18410,4
8763,3508,13583,71
8764,3847,17379,60
8765,2770,13687,20
8766,4925,924,96
8767,339,19631,62
8768,2680,2482,19
8769,4336,18352,57
8770,238,16418,44
8771,2606,15898,21
8772,4265,12492,76
8773,4580,1733,74
8774,4825,10489,81
8775,2345,15046,62
8776,4400,9256,29
8777,1849,3519,62
8778,667,1804,96
8779,981,14644,43
8780,739,17016,66
8781,4061,17332,57
8782,4520,10522,64
8783,4637,10850,35
8784,4999,12318,5
8785,2435,1349,36
8786,4421,4462,92
8787,3085,5354,74
8788,659,2039,54
8789,813,18783,76
8790,4693,3444,74
8791,4088,3744,58
8792,356,13755,37
8793,676,2091,24
8794,137,16268,78
8795,2172,8355,76
8796,4605,19011,32
8797,560,2101,12
8798,1540,13309,37
8799,4578,18106,57
8800,1932,6190,87
8801,4764,13021,19
8802,3499,2342,16
8803,532,10983,23
8804,4251,8558,25
8805,1851,14204,39
8806,2147,6065,31
8807,2940,11588,92
8808,356,4988,77
8809,771,9406,36
8810,589,2427,85
8811,3814,16012,97
8812,2196,8801,90
8813,1782,8957,91
8814,4511,5992,85
8815,2560,3723,59
8816,4629,1454,56
8817,4012,10041,57
8818,2075,15507,66
8819,3316,2074,21
8820,1489,16174,57
8821,4615,15926,84
8822,3956,7595,79
8823,1684,12523,72
8824,3063,3755,76
8825,4629,1558,73
8826,1076,2457,48
