TICKET MEDIO,GASTO MENSAL,SCORE SERASA,cluster
4857,5122,35,g3
4953,4632,18,g3
4484,9330,23,g3
820,7495,40,g2
4833,3170,48,g3
598,9864,81,g2
4829,18566,96,g1
1773,10541,45,g2
3167,9554,35,g3
214,12137,9,g2
3079,11257,77,g1
4869,8990,6,g3
1836,12829,11,g2
3711,1270,85,g3
2353,4354,90,g3
2394,3618,47,g3
3730,19016,36,g1
246,10401,74,g2
4082,17874,35,g1
3553,17594,59,g1
4607,14022,76,g1
2510,538,95,g3
236,18159,7,g2
3460,16502,6,g1
3105,5357,42,g3
3652,16812,57,g1
118,1936,80,g2
2342,18983,85,g1
548,8193,45,g2
2048,13718,33,g2
1045,4751,83,g2
4336,9805,71,g3
2020,11090,21,g2
3077,8162,90,g3
4288,3623,97,g3
4115,17537,20,g1
338,4658,14,g2
304,9200,4,g2
2707,11031,16,g1
4440,10379,71,g1
3488,6043,18,g3
3072,14480,4,g1
4490,15656,22,g1
2787,10080,82,g3
4266,19081,13,g1
1448,4411,9,g2
4500,14082,30,g1
916,11620,12,g2
920,5735,21,g2
292,5299,36,g2
1876,14725,38,g2
3745,17209,9,g1
4724,4266,30,g3
350,4611,42,g2
1888,7515,98,g2
3800,7356,76,g3
2563,16990,93,g1
1267,2926,97,g2
3993,14997,35,g1
1196,19415,34,g2
2779,11836,67,g1
1947,5816,54,g3
4004,5862,67,g3
604,5193,46,g2
1721,9490,5,g2
2572,15633,27,g1
2646,14678,29,g1
1487,11129,26,g2
3094,18895,68,g1
3916,15251,38,g1
817,925,34,g2
3584,3544,43,g3
4534,11980,14,g1
758,11606,82,g2
4108,6729,93,g3
4624,1739,31,g3
4334,7066,28,g3
3864,4713,62,g3
3089,3506,5,g3
4737,7525,89,g3
2204,19923,26,g1
1355,7058,98,g2
2582,1684,27,g3
483,19468,4,g2
2707,14930,40,g1
293,8602,55,g2
3907,14369,53,g1
3819,7616,79,g3
2681,13437,17,g1
2665,4883,76,g3
2863,18583,42,g1
2898,5007,88,g3
2439,15235,73,g1
3506,17019,28,g1
831,2525,9,g2
2972,5354,5,g3
3220,5867,79,g3
4880,3390,88,g3
4277,19641,3,g1
2704,4273,33,g3
2482,16319,82,g1
631,2028,32,g2
4416,12320,3,g1
734,5549,43,g2
1869,1348,97,g3
3904,10619,75,g1
2470,10857,30,g2
102,16667,79,g2
305,12978,65,g2
4235,2621,57,g3
2721,13410,59,g1
4839,5181,1,g3
2990,15255,35,g1
3293,972,69,g3
2766,18671,59,g1
3406,613,22,g3
997,14190,46,g2
1185,6973,45,g2
1379,9030,79,g2
770,19169,43,g2
1605,1696,18,g3
3675,16962,48,g1
4914,6517,87,g3
2055,3152,57,g3
349,11332,90,g2
1992,5885,6,g3
3539,15208,93,g1
1953,17711,40,g1
2954,15071,77,g1
1603,11502,14,g2
3485,3885,75,g3
3671,2465,52,g3
3892,2927,92,g3
3526,3341,22,g3
143,7063,76,g2
3712,14887,72,g1
2718,6340,87,g3
4778,15654,93,g1
3263,14593,64,g1
1388,4852,59,g2
3042,684,9,g3
319,10884,57,g2
2025,14819,46,g2
3072,8937,14,g3
3613,10926,8,g1
2548,8004,12,g3
3571,18971,22,g1
2874,1100,32,g3
1090,8304,8,g2
3046,13749,2,g1
1912,6037,93,g3
903,19917,72,g2
589,18940,24,g2
3656,15185,87,g1
1593,9224,95,g2
3745,5584,70,g3
2991,2542,35,g3
1805,17241,88,g2
3616,17261,19,g1
3440,13836,80,g1
153,13914,53,g2
2675,5297,99,g3
3691,3807,89,g3
715,14221,18,g2
1054,3096,59,g2
2533,17667,36,g1
1729,19263,2,g1
2881,12295,91,g1
749,15484,85,g2
2447,12634,18,g1
4590,11282,52,g1
3378,9734,45,g3
2740,19422,79,g1
3901,15118,55,g1
2661,17745,69,g1
3349,18760,30,g1
470,10527,52,g2
957,14486,33,g2
4986,12900,30,g1
4853,4026,59,g3
483,12093,10,g2
3977,2122,99,g3
2652,6018,5,g3
4434,3157,26,g3
4390,18816,6,g1
2825,9199,48,g3
4134,14455,95,g1
3393,3156,71,g3
4351,17173,59,g1
4088,6358,32,g3
1022,19713,46,g2
3015,10901,43,g1
3050,9258,78,g3
3146,1973,26,g3
1074,13781,93,g2
1330,16464,21,g2
2535,18871,46,g1
1914,12557,92,g2
3034,8173,47,g3
1463,14781,29,g2
4040,3751,1,g3
303,5554,14,g2
260,2216,46,g2
4587,9704,26,g3
868,14606,70,g2
3848,1810,26,g3
2681,17501,84,g1
1193,16382,12,g2
4600,4757,54,g3
707,16346,16,g2
1640,10920,74,g2
2975,13512,58,g1
3291,968,9,g3
1937,6405,32,g2
789,12808,77,g2
3859,16134,36,g1
3049,15301,7,g1
2203,18023,32,g1
465,10128,6,g2
3675,9228,33,g3
4650,17835,70,g1
4299,11505,6,g1
4272,19890,40,g1
4425,8390,99,g3
2478,7577,54,g3
1305,2471,6,g2
3939,14068,83,g1
2835,1691,17,g3
3447,13320,42,g1
1775,8265,77,g2
398,10754,39,g2
1056,3546,52,g2
1214,12250,13,g2
2605,13203,20,g1
1574,17188,56,g2
4560,8543,90,g3
4546,5408,45,g3
3826,11127,25,g1
3571,3304,90,g3
2928,10676,23,g1
2950,4436,4,g3
2606,17596,41,g1
3870,10373,91,g1
3064,11890,42,g1
4694,8866,31,g3
1049,15114,87,g2
4703,7006,5,g3
2950,18656,73,g1
265,17958,66,g2
3586,9283,6,g3
2609,11670,28,g1
1019,15109,33,g2
213,7822,6,g2
3604,12674,80,g1
1091,16708,76,g2
3939,2910,57,g3
1358,14136,84,g2
3526,9539,30,g3
614,15490,72,g2
4904,6941,44,g3
3296,9185,46,g3
4534,14278,76,g1
2684,13691,80,g1
167,10232,71,g2
1696,4456,72,g3
4578,7053,72,g3
118,19978,39,g2
2830,2865,29,g3
3621,7168,61,g3
672,5500,70,g2
2358,4175,16,g3
3002,13407,4,g1
750,17836,80,g2
2687,15636,0,g1
3362,11655,79,g1
1438,12719,80,g2
3734,3747,93,g3
2927,4915,30,g3
2317,6972,34,g3
3639,5348,71,g3
1137,1537,29,g2
4483,16134,84,g1
4078,8762,14,g3
3061,11566,97,g1
3326,16054,55,g1
1198,7508,59,g2
2424,15763,26,g1
1039,16738,1,g2
3816,6142,73,g3
3514,16989,63,g1
1548,17653,4,g2
670,19824,90,g2
3004,15031,67,g1
2605,10884,12,g1
1017,16836,80,g2
1974,14161,84,g2
1778,12187,22,g2
715,13904,96,g2
4601,4855,49,g3
1849,1433,78,g3
3925,9266,77,g3
4288,6406,72,g3
2577,13072,36,g1
4849,12779,29,g1
3605,11223,92,g1
3575,11111,22,g1
4629,8761,33,g3
1235,4974,63,g2
4100,17138,54,g1
474,5287,70,g2
306,14075,8,g2
4975,8362,3,g3
1419,11456,65,g2
1241,11163,90,g2
4727,16620,32,g1
2790,4242,31,g3
3355,2535,43,g3
189,2467,36,g2
4208,2352,90,g3
3120,11047,91,g1
1957,7118,66,g2
904,14359,59,g2
1044,8803,58,g2
2889,11850,35,g1
3975,17066,48,g1
1710,664,50,g3
3023,7458,7,g3
3982,2637,49,g3
3321,10715,40,g1
4491,17338,37,g1
4835,19169,85,g1
2487,17425,77,g1
4823,6533,78,g3
1041,3165,54,g2
2666,13629,67,g1
1075,12625,17,g2
1054,6689,64,g2
1362,14208,63,g2
1043,18572,11,g2
2302,5595,40,g3
3427,14909,41,g1
4374,8083,59,g3
2359,2137,49,g3
1928,15170,80,g2
1357,6466,82,g2
564,5170,35,g2
3394,5703,47,g3
1330,18774,70,g2
2754,9169,72,g3
984,15468,7,g2
3905,2866,24,g3
3956,19410,6,g1
3235,866,7,g3
1024,16147,87,g2
4689,10407,80,g1
1646,7106,75,g2
1194,512,30,g3
2511,2817,11,g3
2717,15929,56,g1
862,7985,65,g2
2423,17259,11,g1
4245,756,26,g3
2875,17333,45,g1
4759,16403,6,g1
4978,3712,60,g3
3255,6675,57,g3
4070,14071,57,g1
2140,16587,12,g1
683,7946,52,g2
4431,18192,99,g1
2203,15377,64,g1
2042,13443,48,g2
4555,10806,34,g1
209,4516,93,g2
291,6412,94,g2
1003,942,16,g2
961,3444,71,g2
1183,4436,66,g2
749,898,9,g2
4234,16196,33,g1
3711,3495,85,g3
736,6829,3,g2
1136,2716,95,g2
4231,18591,28,g1
2248,12023,45,g2
3965,3068,74,g3
3257,660,45,g3
3687,16148,76,g1
3394,8567,58,g3
4361,4404,60,g3
2530,4073,67,g3
1979,2325,65,g3
4066,14286,33,g1
3813,10315,85,g1
4226,14294,4,g1
4206,1676,8,g3
2111,8320,19,g2
3473,17014,20,g1
2243,1999,16,g3
2600,8126,11,g3
4681,16637,91,g1
1389,19672,81,g2
1547,4208,66,g2
3299,2269,4,g3
2043,10010,59,g2
3283,14726,52,g1
3316,16134,51,g1
3236,7231,77,g3
3418,11465,47,g1
2882,19928,89,g1
1090,875,18,g2
2253,16017,16,g1
325,19920,53,g2
876,6718,67,g2
2937,17624,34,g1
787,8995,87,g2
629,1585,40,g2
3542,13573,12,g1
2253,11871,32,g2
1394,18094,14,g2
1626,11726,62,g2
4874,10546,14,g1
2996,17151,30,g1
3203,19658,27,g1
2540,11541,9,g1
4235,4849,56,g3
3902,5465,70,g3
944,13992,32,g2
546,13836,6,g2
4015,17873,4,g1
3209,13184,89,g1
1334,17821,79,g2
326,7154,56,g2
4243,7842,71,g3
3059,2858,85,g3
1930,6860,97,g2
3879,4243,39,g3
286,7659,27,g2
2977,1018,35,g3
2635,17152,55,g1
2032,13425,46,g2
3024,15310,70,g1
948,16739,39,g2
2132,5975,58,g3
1352,4685,42,g2
1981,5661,91,g3
369,10080,65,g2
1730,10386,8,g2
4505,11965,5,g1
3303,11721,64,g1
1674,2835,2,g3
2992,4174,73,g3
1795,5076,36,g3
3358,15472,86,g1
3362,1000,32,g3
1545,8583,8,g2
319,8794,52,g2
152,16220,76,g2
1857,6043,91,g2
1766,19630,50,g1
2885,3776,70,g3
819,19969,25,g2
505,7113,15,g2
2394,12229,39,g2
171,1827,89,g2
2153,8272,50,g2
1329,11166,38,g2
1667,16789,54,g2
3782,19446,95,g1
3053,19320,35,g1
4582,6269,64,g3
798,14163,84,g2
926,6418,76,g2
448,17973,89,g2
4008,5055,44,g3
407,2894,8,g2
3516,1166,36,g3
2434,12855,86,g1
4961,2734,0,g3
4920,6835,65,g3
2909,18120,62,g1
3658,18507,42,g1
4578,18258,27,g1
3577,12003,99,g1
4720,6859,30,g3
2786,17060,68,g1
3085,14376,88,g1
375,3428,7,g2
2647,8117,33,g3
2864,8114,48,g3
436,4774,95,g2
2073,5471,57,g3
3079,8889,74,g3
4676,17852,46,g1
4068,3004,24,g3
1010,6506,2,g2
2096,8443,44,g2
3229,18153,51,g1
4304,18248,95,g1
3857,1423,98,g3
427,17354,95,g2
1899,10746,33,g2
414,12975,68,g2
3645,19838,91,g1
1234,18032,91,g2
2846,3586,7,g3
4976,15360,26,g1
1620,17513,79,g2
255,7907,62,g2
1824,1274,81,g3
3443,9209,24,g3
986,16811,57,g2
3173,1843,47,g3
2905,10661,0,g1
821,11919,7,g2
1012,8297,20,g2
3457,19783,97,g1
970,1434,87,g2
4208,2486,89,g3
597,14516,77,g2
1856,5965,28,g2
1217,10466,29,g2
3509,16221,2,g1
2928,2005,6,g3
1747,5863,99,g2
3083,16440,10,g1
242,11346,31,g2
2861,1510,58,g3
3535,15424,11,g1
4760,13982,78,g1
2531,9869,37,g2
4612,4357,23,g3
1948,10364,64,g2
2796,10620,17,g1
1817,11870,45,g2
3172,3053,55,g3
1167,15989,62,g2
2886,4889,6,g3
3891,17435,65,g1
1388,11589,39,g2
3971,9731,53,g3
1906,3551,30,g3
1604,5822,96,g2
3408,12289,51,g1
3051,3055,93,g3
171,17973,30,g2
1790,13267,33,g2
1444,958,6,g3
3403,16201,88,g1
3213,16566,15,g1
982,5221,21,g2
4334,12946,99,g1
2762,6804,52,g3
1604,14065,90,g2
2563,10699,16,g2
2653,2420,3,g3
832,13727,60,g2
1848,8194,98,g2
4024,6798,85,g3
523,7129,51,g2
3578,13219,34,g1
1691,5646,43,g2
4585,17887,14,g1
4537,19967,60,g1
4809,10806,43,g1
592,3089,20,g2
291,4810,76,g2
598,2741,46,g2
1356,14101,74,g2
2068,8211,48,g2
4422,1438,52,g3
2286,4801,26,g3
916,4470,30,g2
3320,4499,43,g3
1573,3908,31,g2
1186,14307,29,g2
4299,9462,17,g3
1974,17132,62,g1
970,13885,15,g2
4863,6450,34,g3
2142,3426,61,g3
372,8475,8,g2
1129,7466,61,g2
3318,9633,38,g3
4169,7087,50,g3
1151,5591,9,g2
4133,9485,51,g3
1673,17561,11,g2
3290,2061,71,g3
4488,9144,61,g3
3897,15285,2,g1
3389,4156,82,g3
3847,16639,10,g1
2205,709,7,g3
407,5483,89,g2
3459,7641,22,g3
3276,10618,9,g1
1351,16761,17,g2
2847,4466,75,g3
1617,10569,38,g2
1478,9318,25,g2
4991,11418,10,g1
2061,10150,9,g2
4405,19708,2,g1
2963,1750,61,g3
2756,5258,70,g3
2594,4863,60,g3
4667,2663,3,g3
4105,10315,60,g1
3663,2353,7,g3
1022,17637,12,g2
4332,2368,11,g3
4562,17065,34,g1
3059,18397,53,g1
283,16068,50,g2
3458,9594,42,g3
1498,5738,99,g2
2896,7589,65,g3
636,19440,14,g2
1373,5780,48,g2
3067,4744,33,g3
3149,2664,38,g3
1196,15649,25,g2
1405,14588,68,g2
1015,18905,47,g2
3181,3321,88,g3
4347,10973,50,g1
1128,14186,97,g2
2077,10262,3,g2
3454,6469,97,g3
2611,12678,26,g1
370,6668,41,g2
1286,17597,55,g2
4655,14596,92,g1
4300,7703,68,g3
3864,4045,17,g3
2498,1363,60,g3
4629,16648,3,g1
4335,18309,0,g1
4282,19188,49,g1
1811,1153,83,g3
2330,8629,69,g3
228,943,19,g2
1369,5606,19,g2
3772,4936,45,g3
1701,19741,26,g1
4865,9972,25,g1
4070,3539,31,g3
4344,8791,9,g3
727,10778,81,g2
3897,16785,11,g1
2144,14444,73,g2
3652,3237,87,g3
2441,2107,23,g3
3314,3453,50,g3
349,12673,37,g2
3025,6433,45,g3
1074,11886,88,g2
1425,15721,7,g2
1083,5182,54,g2
988,15353,77,g2
3037,11784,30,g1
2217,11654,87,g2
2772,9547,15,g3
1426,10838,19,g2
570,14823,37,g2
2087,5425,14,g3
190,6283,77,g2
629,12843,75,g2
4856,10417,33,g1
4159,10645,71,g1
4934,7223,18,g3
2873,17068,68,g1
1786,17405,90,g2
291,18132,62,g2
2086,13849,76,g2
3723,1502,31,g3
2285,6766,94,g3
4540,11830,36,g1
1108,15480,65,g2
3883,7517,6,g3
4398,9085,47,g3
4768,16511,10,g1
4387,18501,74,g1
2152,17544,86,g1
3408,6024,30,g3
1816,5750,43,g2
410,8012,44,g2
4638,819,71,g3
1360,10916,55,g2
4032,4100,31,g3
3368,5779,20,g3
684,18651,30,g2
2899,15994,0,g1
459,18682,76,g2
2966,12898,10,g1
2111,782,92,g3
4106,14530,67,g1
1725,15802,35,g2
2864,5666,78,g3
990,7621,58,g2
831,15177,66,g2
4061,16873,55,g1
4801,5396,50,g3
2604,17014,28,g1
714,1793,84,g2
3906,7457,1,g3
1819,16944,5,g2
4869,19095,30,g1
1687,10240,53,g2
1711,13059,87,g2
996,10473,39,g2
377,6776,16,g2
4747,8652,4,g3
1736,8473,1,g2
2258,15833,57,g1
2532,537,11,g3
4004,6490,4,g3
4956,5938,59,g3
3362,16235,40,g1
1549,11356,19,g2
4600,973,71,g3
1332,558,0,g3
4217,3136,55,g3
777,15334,69,g2
2758,16077,55,g1
2128,19498,53,g1
3858,7796,10,g3
4724,13170,2,g1
2137,10225,94,g2
2749,3174,27,g3
756,16296,4,g2
265,11565,89,g2
4691,11526,15,g1
689,2576,30,g2
4624,5287,27,g3
2921,7994,6,g3
4358,3081,8,g3
1362,16100,38,g2
171,14833,98,g2
3616,10904,42,g1
4850,11666,26,g1
3680,1432,75,g3
368,18547,88,g2
1876,9248,92,g2
2562,16077,94,g1
1368,15515,97,g2
1115,16608,32,g2
2822,1604,90,g3
1183,18154,55,g2
4201,13436,1,g1
506,10101,13,g2
3176,4146,12,g3
1085,15460,23,g2
3703,15378,68,g1
4585,18938,33,g1
809,9645,86,g2
2718,18726,18,g1
4949,3302,29,g3
1511,16865,48,g2
4721,6605,42,g3
1585,19444,15,g1
3050,19921,51,g1
4751,3249,97,g3
3034,17474,48,g1
4214,18252,10,g1
4770,10681,77,g1
1103,1861,46,g2
2566,4273,78,g3
2566,13995,34,g1
2038,2564,70,g3
2039,19299,28,g1
1735,19835,53,g1
1798,6116,85,g2
4627,8475,22,g3
2191,11460,23,g2
1995,15824,98,g2
4340,6743,9,g3
3498,10060,60,g3
1173,15184,7,g2
2502,8830,47,g3
4995,5423,75,g3
3312,6967,92,g3
4137,6576,28,g3
1251,8501,86,g2
2545,15803,25,g1
2056,18199,36,g1
4658,16957,95,g1
4007,9175,51,g3
907,12803,37,g2
286,18433,5,g2
4927,18243,7,g1
4624,15628,16,g1
1407,18780,75,g2
2384,7159,61,g3
4966,5746,85,g3
857,7467,77,g2
4331,7161,33,g3
4987,12916,18,g1
3954,1010,69,g3
4366,9114,81,g3
2306,2932,99,g3
3658,2406,36,g3
1680,16054,37,g2
1061,16948,14,g2
3947,5428,39,g3
3675,5210,8,g3
975,12040,52,g2
2518,6624,69,g3
4298,8337,65,g3
1101,16083,79,g2
3484,17684,51,g1
4166,6609,0,g3
2945,10409,29,g1
1581,7159,96,g2
3401,1738,0,g3
757,15564,38,g2
2880,6120,15,g3
522,1986,16,g2
3781,5181,81,g3
4366,11990,21,g1
2810,4970,85,g3
552,12223,98,g2
2497,14388,30,g1
2075,7677,39,g2
1757,13701,26,g2
2641,5941,35,g3
3175,18724,3,g1
3264,12219,68,g1
3066,5897,24,g3
2153,2121,94,g3
387,18445,77,g2
3317,18300,29,g1
3954,4690,46,g3
1547,5554,11,g2
707,1630,26,g2
4652,14571,44,g1
1864,12436,87,g2
1325,2618,62,g2
1335,1163,54,g3
1129,19518,29,g2
2771,16235,81,g1
4062,19658,13,g1
4642,10263,55,g1
3277,18407,18,g1
3822,8553,85,g3
1575,17871,25,g2
2996,4345,70,g3
908,13996,91,g2
1078,6801,37,g2
2563,12385,68,g1
825,16982,35,g2
2601,2788,17,g3
3462,8296,56,g3
1316,7763,77,g2
4151,13277,22,g1
2297,9270,13,g2
2906,7885,95,g3
878,15362,68,g2
1072,8964,21,g2
2910,5381,27,g3
2223,16518,42,g1
698,16191,75,g2
3441,9867,17,g3
324,913,99,g2
940,18434,94,g2
1914,15214,76,g2
4909,7641,83,g3
1206,13682,35,g2
224,16725,6,g2
3346,2446,22,g3
3031,691,33,g3
4225,16924,95,g1
3071,14675,20,g1
2117,10551,69,g2
2515,6392,79,g3
4690,3949,98,g3
3196,8827,46,g3
1709,6409,52,g2
817,12893,83,g2
3661,2441,40,g3
1116,4721,74,g2
3665,7043,31,g3
4801,18442,13,g1
4570,14512,87,g1
2060,2621,94,g3
1148,17912,16,g2
1457,12226,24,g2
3526,6156,63,g3
215,9467,72,g2
2195,19922,85,g1
1901,16264,47,g2
2246,16373,34,g1
1720,11579,36,g2
4880,18762,54,g1
3050,2771,16,g3
3892,2107,27,g3
3041,16179,0,g1
1077,17489,52,g2
3166,4165,72,g3
883,16808,54,g2
340,6352,60,g2
1653,5962,12,g2
4678,19028,46,g1
1112,4770,63,g2
286,16197,31,g2
1981,18260,27,g1
4686,3962,52,g3
530,15974,30,g2
338,847,7,g2
2445,16884,71,g1
175,562,97,g2
1456,2283,86,g3
2430,8917,73,g3
4786,7066,24,g3
2002,17926,32,g1
4113,11372,67,g1
4770,15818,6,g1
2159,1734,96,g3
240,2484,65,g2
1889,18478,45,g1
3726,2452,95,g3
116,18579,4,g2
4448,17838,16,g1
564,3791,75,g2
4571,9048,51,g3
1927,15004,11,g2
3128,12287,61,g1
619,1468,34,g2
189,17125,61,g2
4915,4734,20,g3
2951,8838,84,g3
2943,7849,65,g3
4825,13868,52,g1
1984,15701,20,g2
4271,16570,14,g1
1025,9234,74,g2
3834,9383,73,g3
1069,1525,81,g2
1194,12697,22,g2
3295,3859,30,g3
1504,5757,53,g2
3464,3451,54,g3
4390,7889,25,g3
4082,15166,52,g1
4423,15452,65,g1
4113,19439,38,g1
4656,14727,6,g1
4813,18034,87,g1
3192,16124,38,g1
4259,2235,31,g3
2174,17922,25,g1
384,6869,86,g2
1287,7627,77,g2
4069,3412,28,g3
3065,15964,24,g1
4419,13106,55,g1
883,1742,30,g2
1049,16136,65,g2
4039,10608,1,g1
144,8598,86,g2
1910,3912,46,g3
4666,19383,74,g1
2181,12132,28,g2
3598,13731,98,g1
929,15683,48,g2
2009,7660,72,g2
2681,18097,31,g1
791,11623,29,g2
4119,17302,14,g1
1031,5460,61,g2
3506,1288,77,g3
247,18755,16,g2
1132,13850,21,g2
1411,18909,29,g2
487,2946,80,g2
3221,16683,15,g1
1973,9252,51,g2
3688,19535,7,g1
1015,13940,63,g2
1978,12596,38,g2
3848,17423,30,g1
377,6999,11,g2
2077,15267,32,g1
1959,11837,57,g2
3136,16319,11,g1
3471,16284,24,g1
4813,19642,37,g1
2282,5811,47,g3
4775,11952,81,g1
1270,15074,82,g2
589,18779,54,g2
2625,16452,2,g1
1282,3000,98,g2
4579,15218,68,g1
4358,3329,34,g3
2588,547,50,g3
1976,2864,26,g3
2562,13364,36,g1
1730,8677,84,g2
387,13847,15,g2
4382,8431,91,g3
2007,19686,24,g1
1261,13341,32,g2
229,12344,61,g2
2463,9094,16,g3
243,13918,42,g2
115,2586,29,g2
344,10919,40,g2
1026,12102,3,g2
3278,11682,65,g1
2276,13335,59,g2
986,18033,8,g2
440,16946,30,g2
2151,3653,88,g3
3498,9700,99,g3
4050,10723,68,g1
405,10773,23,g2
1007,1251,23,g2
2754,9349,92,g3
3892,17584,44,g1
4142,16720,94,g1
1471,10848,36,g2
420,18424,57,g2
4754,19916,82,g1
4159,6667,22,g3
1231,6864,34,g2
2678,2483,62,g3
4142,15129,5,g1
3467,16788,5,g1
917,11773,29,g2
111,8148,0,g2
294,8394,62,g2
2637,13805,7,g1
2942,13425,27,g1
2329,19198,88,g1
3109,10827,32,g1
4851,18533,52,g1
2177,11911,37,g2
3967,7400,51,g3
4973,16637,77,g1
543,4300,10,g2
397,2978,1,g2
944,10467,52,g2
1115,10658,93,g2
1484,7554,93,g2
1497,6559,67,g2
653,10459,76,g2
2450,12507,6,g1
4616,8933,66,g3
1369,6709,8,g2
1360,7615,77,g2
284,13568,62,g2
4663,19140,10,g1
2510,3868,36,g3
4531,16628,13,g1
2309,3327,18,g3
3772,16490,7,g1
4783,2987,6,g3
1981,13847,58,g2
4396,16777,62,g1
621,2143,6,g2
1987,18096,54,g1
2652,519,2,g3
3909,1175,66,g3
4983,17492,17,g1
4255,16945,44,g1
4773,9957,96,g1
4516,1654,91,g3
3579,10320,35,g1
1509,10318,15,g2
1794,4216,78,g3
4764,5742,28,g3
626,5522,58,g2
2760,18326,17,g1
2272,2153,48,g3
379,3002,45,g2
3064,17165,82,g1
4077,14586,28,g1
2769,3903,69,g3
2993,1735,49,g3
1851,13649,54,g2
4081,14896,26,g1
4869,14930,6,g1
2461,17669,90,g1
4527,14364,82,g1
4231,16006,80,g1
1808,12009,40,g2
2786,3694,10,g3
2995,5289,4,g3
4635,11138,65,g1
2876,5850,55,g3
1219,1033,11,g3
3088,4163,41,g3
4359,629,74,g3
4343,13063,9,g1
294,19843,27,g2
762,2358,6,g2
579,16235,13,g2
4318,12842,76,g1
1523,4149,68,g2
2808,11478,60,g1
3275,19981,50,g1
3914,5360,41,g3
2114,9912,7,g2
3889,9333,49,g3
4905,14635,0,g1
2543,1223,68,g3
1011,1237,10,g2
3313,14379,47,g1
2464,1799,9,g3
3729,839,14,g3
3572,652,46,g3
780,10113,92,g2
4751,14255,24,g1
709,16482,5,g2
2256,19935,10,g1
3966,926,16,g3
471,9827,14,g2
715,19256,15,g2
2353,12021,55,g2
4238,17833,65,g1
964,1873,35,g2
1368,7582,82,g2
884,10393,37,g2
4671,19366,84,g1
4278,8093,74,g3
2337,9995,2,g2
4154,17254,97,g1
4995,8337,17,g3
1035,11672,78,g2
4080,19180,88,g1
2438,10817,53,g2
425,11434,78,g2
1634,19248,93,g1
3580,5730,16,g3
3961,14145,81,g1
2085,9454,94,g2
4703,12754,81,g1
2878,17888,98,g1
1370,7557,12,g2
740,4255,62,g2
4803,3346,13,g3
4178,3464,58,g3
4761,9378,35,g3
1467,13148,17,g2
4142,3255,4,g3
2675,19616,13,g1
3703,6973,24,g3
1681,15054,43,g2
2086,2193,38,g3
2340,11584,11,g2
4066,12503,60,g1
2205,17568,61,g1
228,3419,52,g2
4901,4256,52,g3
4096,3783,27,g3
951,5191,34,g2
4203,7850,64,g3
2176,18040,2,g1
3094,3561,42,g3
3844,6419,49,g3
2856,18176,70,g1
1744,10576,8,g2
4471,10252,35,g1
3244,16512,22,g1
342,9675,87,g2
4185,8402,73,g3
270,2567,49,g2
752,2479,54,g2
3612,18620,11,g1
1599,18802,82,g2
2199,1200,31,g3
2258,4546,23,g3
2072,2573,85,g3
4025,12445,66,g1
2358,17278,26,g1
4139,3548,60,g3
2135,1022,18,g3
3371,11601,72,g1
957,9241,50,g2
3923,18352,63,g1
1149,13174,76,g2
4090,18305,1,g1
398,785,35,g2
1023,19629,92,g2
4332,12457,10,g1
4406,7608,97,g3
2899,15490,67,g1
4975,18329,67,g1
4162,6337,63,g3
4145,15532,0,g1
1902,1966,88,g3
2813,9606,25,g3
4606,8979,10,g3
2953,10780,86,g1
2757,6432,1,g3
4622,10496,82,g1
3446,1678,92,g3
1571,3051,39,g3
3049,16525,3,g1
1041,10280,79,g2
2007,10648,36,g2
4937,10467,60,g1
1343,5362,90,g2
4523,9679,4,g3
1566,6355,14,g2
4057,18087,86,g1
2066,1619,66,g3
475,4475,81,g2
362,13419,25,g2
4462,10102,5,g1
3488,13195,43,g1
3495,1792,57,g3
2044,9886,80,g2
1993,10640,45,g2
3734,19101,41,g1
1752,12272,47,g2
4241,7090,26,g3
3992,14477,19,g1
699,17901,69,g2
4915,5676,34,g3
2012,12899,75,g2
1392,7147,47,g2
700,6515,66,g2
480,16345,67,g2
4313,18973,51,g1
3737,2556,67,g3
2263,12676,3,g2
4455,10503,38,g1
1198,14247,20,g2
465,3614,65,g2
2670,13942,15,g1
3519,7883,6,g3
2576,2129,82,g3
890,18427,96,g2
3669,18788,8,g1
846,18320,16,g2
412,3817,90,g2
4733,11751,96,g1
1020,4616,11,g2
1177,10123,56,g2
2929,6623,44,g3
2481,3561,10,g3
3718,8589,12,g3
897,4231,30,g2
4543,6827,76,g3
372,16861,25,g2
3110,16407,62,g1
4915,2546,30,g3
1873,11832,21,g2
2647,5564,5,g3
3264,9945,19,g3
4880,1222,84,g3
4817,13789,9,g1
1046,15710,82,g2
2765,8064,34,g3
606,8775,25,g2
343,4319,70,g2
605,3864,36,g2
4617,4818,7,g3
3258,19664,4,g1
3690,11979,43,g1
1972,7898,99,g2
3893,2952,91,g3
1292,925,66,g3
4525,14365,71,g1
4845,14007,78,g1
1564,9299,90,g2
490,2624,48,g2
4576,18184,35,g1
3477,5515,79,g3
4937,9157,25,g3
772,18848,44,g2
2660,11231,60,g1
1311,19244,43,g2
1029,18923,3,g2
1639,16808,75,g2
1012,18068,80,g2
743,15143,57,g2
4622,4434,25,g3
601,11909,94,g2
829,8672,78,g2
1383,1277,97,g3
2218,16405,28,g1
4652,2918,8,g3
4486,12954,77,g1
3936,2939,35,g3
1019,8304,3,g2
4150,13523,58,g1
2439,15326,36,g1
855,13712,87,g2
1969,2489,80,g3
